title,date,type,id,person,citation,invited-by,original-title,place
Performativity - ein neues Konzept zur Analyse des Einflusses von Ökonomen?,17.11.2011,Eingeladener Vortrag an Universität,11409,Hirte K.,", Deutschland, 17.11.2011",,,Universität Hamburg
Krisen und Alternativen des neoliberalen Modells,15.11.2011,Eingeladener Vortrag an Universität,11408,Nordmann J.,", Österreich, 15.11.2011",,,Universität Linz
Thomas Kuhns wissenschaftliche Revolution. Grenzen der Paradigmenlehre,27.05.2011,Eingeladener Vortrag an Universität,11393,Nordmann J.,", Deutschland, 27.05.2011",,,Universität Flensburg
Die Österreichische Schule im Neoliberalismus,23.05.2011,Eingeladener Vortrag an Universität,8835,Nordmann J.,", Deutschland, 23.05.2011",,,Universität Bayreuth Bayreuth
Foucault. Eine Einführung in sein Denken,18.05.2011,Eingeladener Vortrag an Universität,11277,Nordmann J.,", Österreich, 18.05.2011",,,
"Wirtschaftskrise, Krise der Mainstream-Ökonomik - Chance für die Sozialökonomie?",09.02.2011,Eingeladener Vortrag an Universität,8831,Ötsch W.,", Deutschland, 09.02.2011",,"Eduard-Heimann-Colloquiumsreihe: Nach der Krise - Folgen für Wirtschaft, Wissenschaft und Politik",Universität Hamburg
Schreibreflexion und Subjekt im Spätwerk von Roland Barthes,21.01.2011,Eingeladener Vortrag an Universität,8830,Nordmann J.,", Deutschland, 21.01.2011",,,Universität Flensburg
Netzwerkanalyse und Zeitverläufe,24.06.2010,Eingeladener Vortrag an Universität,8852,Hirte K.,", Österreich, 24.06.2010",,Forschungskolloquiums,Johannes Kepler Universität
Macht- und Elitetheorien – alte und neue Ansätze,05.06.2010,Eingeladener Vortrag an Universität,15938,Hirte K.,", Österreich, 05.06.2010","ICAE, JKU Linz",Sommerakademie 2010,
Wie pluralistisch ist die Volkswirtschaftslehre an der JKU wirklich?,18.05.2010,Eingeladener Vortrag an Universität,8856,Ötsch W.,", Österreich, 18.05.2010",,Podiumsdiskussion Initiative kritischer Studierender,Johannes Kepler Universität JKU Linz
"Performativität - ein tragfähiger Ansatz, um den Einfluss von ökonomischen Theorien auf reale Wirtschaftsabläufe zu analysieren?",29.04.2010,Eingeladener Vortrag an Universität,8857,Hirte K.,", Österreich, 29.04.2010",,Forschungskolloquiums,Johannes Kepler Universität
Globale Tendenzen der Weltwirtschaft im 20. Jahrhundert: von der Krise der 70er Jahre zur Großen Krise ab 2008,27.04.2010,Eingeladener Vortrag an Universität,8858,"Nordmann J., Ötsch W.",", Österreich, 27.04.2010",,Ringvorlesung: Global History - Society and Governance,Johannes Kepler Universität
Wie Wirtschaft Welt bewegt. Die großen ökonomischen Modelle auf dem Prüfstand,12.04.2010,Eingeladener Vortrag an Universität,8860,Ötsch W.,", Österreich, 12.04.2010",Junge Wirtschaft,Podiumsdiskussion zum Buch von Hans Bürger und K.W. Rothschild,Johannes Kepler Universität
Keynesianismus und Neoliberalismus. Zur Geschichte des Wirtschaftssystems und Finanzmarktkrise und Lösungsvorschläge. Zur aktuellen Situation des Kapitalismus,23.02.2010,Eingeladener Vortrag an Universität,8863,Ötsch W.,", Österreich, 23.02.2010",Institut für Lebensbegleitendes Lernen,Aktuelle Fragen der Wirtschaftspolitik,Pädagogische Hochschule Salzburg
Die Nobelpreise 2024: Wirtschaft,05.12.2024,Präsentation in Radio/TV,42418,Pühringer S.,", Österreich, 05.12.2024",,,Ö1 Dimensionen
"Pressekonferenz zur Studie: ""Netzwerke der Superreichen in Österreich""",26.11.2024,Präsentation in Radio/TV,41805,Pühringer S.,", Österreich, 26.11.2024",AK Wien,,Wien
Forschen mit Ablaufdatum,07.11.2024,Präsentation in Radio/TV,41833,Hager T.,", Österreich, 07.11.2024",,,
Wirtschaftsmodelle ohne Klimakrise,06.03.2024,Präsentation in Radio/TV,42423,"Aistleitner M., Pühringer S.",", Österreich, 06.03.2024",,,Ö1 Dimensionen
Junge Forschung #9 mit Anna Hornykewycz,01.03.2024,Präsentation in Radio/TV,42048,Hornykewycz A.,", Deutschland, 01.03.2024","Podcast ""In der Wirtschaft""",,
"Verteilung von Reichtum, Finanz- und Wirtschaftsbildung sowie neoliberale Denkweisen",08.11.2023,Präsentation in Radio/TV,40365,Pühringer S.,", Österreich, 08.11.2023","FM4-Sendung ""Auf Laut""","FM4-Sendung ""Auf Laut""",
Wie funktioniert die Ökonomie als Wissenschaft?,21.08.2023,Präsentation in Radio/TV,40376,"Pühringer S., Ötsch W.",", Österreich, 21.08.2023","dorfttv.at, Reihe: Denken hilft, Folge 14",Radiosendung,
Denkanstöße liefern - Interview mit START-Preisträger Stephan Pühringer,28.07.2023,Präsentation in Radio/TV,40366,Pühringer S.,", Österreich, 28.07.2023",Die Presse,,Interview
Geschichte der Wirtschaftspolitik,19.01.2023,Präsentation in Radio/TV,37656,Hirte K.,", Deutschland, 19.01.2023",Radio Wissen Bayern2,,Interviewbeitrag
Prekäre Wissenschaft: Warum Unis reformiert werden müssen,21.12.2022,Präsentation in Radio/TV,37597,Pühringer S.,", Österreich, 21.12.2022",mosaik-Redaktion,,
Competition Universalism und einige Zusammenhänge zwischen Wettbewerb und Raum,29.11.2022,Präsentation in Radio/TV,37598,"Pühringer S., Rogojanu A.",", Österreich, 29.11.2022","cultural broadcasting archive (cba), cba.fro.at",,10te Podcast-Folge zum Forschungsprojekt SPACE
Ökonomie: Enge Verflechtung verzerrt den Wettbewerb der Ideen,14.10.2022,Präsentation in Radio/TV,36799,Aistleitner M.,", Österreich, 14.10.2022",Marlene Nowotny (Ö1),,
MAN Steyr und der internationale Wettbewerb,26.06.2022,Präsentation in Radio/TV,37599,"Gräbner-Radkowitsch C., Kapeller J.",", Österreich, 26.06.2022","cultural broadcasting archive (cba), cba.fro.at",,8te Podcast-Folge zum Forschungsprojekt SPACE
Interview zu: Ist die Preisexplosion begründet,08.06.2022,Präsentation in Radio/TV,40378,Kapeller J.,", Österreich, 08.06.2022",KronenZeitung,,
Agent Based Modelling,27.05.2022,Präsentation in Radio/TV,37620,Gräbner-Radkowitsch C.,", Deutschland, 27.05.2022",Podcast Vielfalt in den Wirtschaftswissenschaften,,
Think-Tanks: Neue Akteure im politischen Diskurs,02.02.2022,Präsentation in Radio/TV,37600,"Plehwe D., Pühringer S.",", Österreich, 02.02.2022",Ö1,,
Geschichte des Neoliberalismus,28.12.2021,Präsentation in Radio/TV,34161,Hirte K.,", Deutschland, 28.12.2021","Deutschlandfunk Kultur, Feature-Zeitfragen",,
"Sozialer Schein, aber wirtschaftsliberale Positionen",02.12.2021,Präsentation in Radio/TV,34163,Pühringer S.,", Deutschland, 02.12.2021",mdr,,
Der Soziologe Robert K. Merton: Alles misslingt nach Plan,19.11.2021,Präsentation in Radio/TV,34189,Kapeller J.,", Deutschland, 19.11.2021",SWR2 WISSEN,,"Interview mit Jakob Kapeller, Sendung von Michael Reitz"
Wettbewerb in und rund um die Europäische Union,06.07.2021,Präsentation in Radio/TV,34188,"Gräbner-Radkowitsch C., Hager T., Porak L.",", Österreich, 06.07.2021",cultural broadcasting archive (cba),,
EU taxation capabilities and the way forward towards institutional progress in Europe,05.07.2021,Präsentation in Radio/TV,34173,Kapeller J.,", Vereinigte Staaten, 05.07.2021",World Economic Association,,
"Der Wert, zitiert zu werden",04.05.2021,Präsentation in Radio/TV,34174,Pühringer S.,", Österreich, 04.05.2021",cultural broadcasting archive (cba),,
Kosten und Nutzen des „billigen“ Geldes,09.03.2021,Präsentation in Radio/TV,34186,Kapeller J.,", Deutschland, 09.03.2021",Deutschlandfunk Kultur,,
Wie wird über Wettbewerb gesprochen?,02.03.2021,Präsentation in Radio/TV,34187,Rath J.,", Österreich, 02.03.2021",cultural broadcasting archive (cba),,
Private Verlage profitieren von Forschungsgeldern,01.02.2021,Präsentation in Radio/TV,33731,Pühringer S.,", Österreich, 01.02.2021","ORF.at, Wissen aktuell",,
Wettbewerb als Ordnungsprinzip,05.01.2021,Präsentation in Radio/TV,33733,Pühringer S.,", Österreich, 05.01.2021",cultural broadcasting archive (cba),,
Wettbewerb infrage - neue Podcastreihe,05.01.2021,Präsentation in Radio/TV,33732,Pühringer S.,", Österreich, 05.01.2021",Orange 94,,
Wo lassen denken? Die unsichtbare Macht von Think Tanks,20.02.2020,Präsentation in Radio/TV,34190,Pühringer S.,", Österreich, 20.02.2020",oe1.orf Sendereihe Dimensionen,,
City Science Talk: Solidarität,08.01.2020,Präsentation in Radio/TV,31380,Kapeller J.,", Österreich, 08.01.2020",Ö1,,ö1  -Sendung
Solidarität – Wandel eines starken Begriffs,08.01.2020,Präsentation in Radio/TV,34191,Kapeller J.,", Österreich, 08.01.2020",Ö1,,Participant panel discussion
Vermögen wächst auch mit Vermögenssteuer weiter,23.10.2019,Präsentation in Radio/TV,34261,Kapeller J.,", Österreich, 23.10.2019",Moment.at,,Interview
"Interview zu pluraler Ökonomik, Teil II",11.08.2019,Präsentation in Radio/TV,34264,Kapeller J.,", Deutschland, 11.08.2019",Future Histories Podcast,,
"Interview zu pluraler Ökonomik, Teil I",28.07.2019,Präsentation in Radio/TV,34263,Kapeller J.,", Deutschland, 28.07.2019",Future Histories Podcast,,
Wie funktioniert Wettbewerb?,12.07.2019,Präsentation in Radio/TV,34265,Pühringer S.,", Österreich, 12.07.2019",schroedingerskatze.at - Der österreichische Wissenschaftsblog,,
10 Fragen an Philipp Heimberger oder: Auf den Spuren der NAIRU,20.12.2018,Präsentation in Radio/TV,34269,Heimberger P.,", Deutschland, 20.12.2018",dezernatzukunft.org,,
Das ABC der Finanzwelt - G wie Great Depression B,12.12.2018,Präsentation in Radio/TV,34270,Heimberger P.,", Österreich, 12.12.2018",Ö1 Radiokolleg,,
Silvio Gesell und die Freiwirtschaftslehre,18.07.2018,Präsentation in Radio/TV,34271,Beyer K.,", Österreich, 18.07.2018",Ö1 Radiokelleg,,Interview
Ab wann ist jemand reich?,23.11.2017,Präsentation in Radio/TV,34272,Schütz B.,", Österreich, 23.11.2017",science.orf.at,,
Die vielen Facetten des Reichtums in Österreich,23.11.2017,Präsentation in Radio/TV,34273,Schütz B.,", Österreich, 23.11.2017",oe1.orf.at,,
Reichtum in Österreich,30.10.2017,Präsentation in Radio/TV,34274,Kapeller J.,", Österreich, 30.10.2017",kontrast.at,,
Aus der moralischen Entrüstung gehen,16.10.2017,Präsentation in Radio/TV,34275,Ötsch W.,", Österreich, 16.10.2017",archiv.arbeit-wirtschaft.at/,,Interviewaufzeichnung
EU-Krise: Neue Chancen für Europa?,11.05.2017,Präsentation in Radio/TV,22785,Schütz B.,", Österreich, 11.05.2017",Radio FRO,,Beitrag von Bernhard Schütz; zus. mit Franziskus Forster und Christian Diabl
"Populismus, Demagogie und die „Wut von unten“",21.12.2016,Präsentation in Radio/TV,34287,Ötsch W.,", Österreich, 21.12.2016",Soziologieblock.hypotheses.org,,Interview mit Walter O. Ötsch
Globalisierung und Konzernmacht – Zur Moral des Profits im 21. Jahrhundert,05.09.2016,Präsentation in Radio/TV,34297,Kapeller J.,", Österreich, 05.09.2016","cultural broadcasting archive (cba), cba.fro.at",,Interview
Kann man soziale Verantwortung lehren?,28.07.2016,Präsentation in Radio/TV,34298,Ötsch W.,", Deutschland, 28.07.2016",Oxiblog.de,,Interviewaufzeichnung
Die Denkfabrik der Millionäre,12.05.2016,Präsentation in Radio/TV,34301,Pühringer S.,", Österreich, 12.05.2016",okto.tv,,
Großer Betrug am kleinen Bürger: Warum zahlen wir noch Steuern?,08.04.2016,Präsentation in Radio/TV,34300,Kapeller J.,", Österreich, 08.04.2016",Talk im Hangar-7,,
Panama Papers,07.04.2016,Präsentation in Radio/TV,20360,Kapeller J.,", Österreich, 07.04.2016","Servus TV, ""Talk im Hangar 7""",,Salzburg
"Think Tanks, Ökonomen und Politik",31.03.2016,Präsentation in Radio/TV,20129,Pühringer S.,", Österreich, 31.03.2016","okto TV im Rahmen der Interviewreihe ""Eingeschenkt"" mit Martin Schenk",,Wien
Welche Ökonomie wollen wir?,27.11.2015,Präsentation in Radio/TV,18994,Pühringer S.,", Österreich, 27.11.2015","Radio FRO, FROZINE",,
"""Märkte als Richter"" - Stephan Pühringer über Merkels Sprechen über die Krise",19.10.2015,Präsentation in Radio/TV,34310,Pühringer S.,", Deutschland, 19.10.2015","rdl.de, Focus Europa",,Interview
Märkte als Richter – Angela Merkels Sprechen über die Krise,19.10.2015,Präsentation in Radio/TV,18992,Pühringer S.,", Deutschland, 19.10.2015",Radio Dreyeckland,,Freiburg im Breisgau
Wie reich ist Österreich? Studienautor Kapeller live im Studio,05.08.2013,Präsentation in Radio/TV,34323,Kapeller J.,", Österreich, 05.08.2013",orf.at,,
Unravelling the social-epistemological costs of short-term contracts in Austrian research funding schemes,21.11.2024,Vortrag auf einer Tagung (referiert),41793,Rath J.,", Österreich, 21.11.2024",,EAEPE 2024,
Mobility Transition in Austria’s Railway Sector:Economic Preconditions and Impact,24.10.2024,Vortrag auf einer Tagung (referiert),41668,Cserjan L.,", Deutschland, 24.10.2024",,Forum for Macroeconomics and Macroeconomic Policies,Berlin
Kritische Utopien als Methode und Praxis: Der Forschungsstandort Österreich,18.10.2024,Vortrag auf einer Tagung (referiert),41832,"Azevedo S., Hager T., Porak L.",", Österreich, 18.10.2024",,,
Wealth Inequality and Media Narratives: Exploring Redistribution Policy Debates on Taxation in German-Speaking Countries,18.10.2024,Vortrag auf einer Tagung (referiert),41791,Maad M.,", Österreich, 18.10.2024",,Momentum Kongress: Alternativen,
Openness only thrives where fairness survives: The geo-economic turn in EU competitiveness discourse,10.10.2024,Vortrag auf einer Tagung (referiert),41786,Porak L.,", Österreich, 10.10.2024",,,HPMA Conference
Make big tech pay their fair share? A comparative analysis of news-based policies and the underlying economic imaginaries that support them,03.10.2024,Vortrag auf einer Tagung (referiert),41642,"Forde S., Theine H.",", Österreich, 03.10.2024",,International Conference on Historical-Materialist Policy Analysis,
Gendered Competitive Practices in Economics. A Multi-Layer Model of Women’s Underrepresentation,26.09.2024,Vortrag auf einer Tagung (referiert),41831,"Hager T., Pühringer S.",", Österreich, 26.09.2024",,,
Economic Preconditions and Impacts of the Mobility Transition in Austria's Railway Sector,06.09.2024,Vortrag auf einer Tagung (referiert),41181,"Cserjan L., Eder J., Hornykewycz A., Porak L., Pühringer S.",", Spanien, 06.09.2024",European Association for Evolutionary Political Economy,,Bilbao
Openness only thrives where fairness survives: The geo-economic turn in EU competitiveness discourse,05.09.2024,Vortrag auf einer Tagung (referiert),41785,Porak L.,", Spanien, 05.09.2024",,EAEPE,
Gender Norms and Network Structure: A Model of the Intra-Household Division of Labor,04.09.2024,Vortrag auf einer Tagung (referiert),41227,"Hager T., Mellacher P., Rath M.",", Spanien, 04.09.2024",,36th Annual EAEPE Conference,
Identifying and overcoming challenges for the Austrian mobility transition,04.09.2024,Vortrag auf einer Tagung (referiert),41180,"Cserjan L., Eder J., Hornykewycz A., Porak L., Pühringer S.",", Spanien, 04.09.2024",European Association for Evolutionary Political Economy,,Bilbao
Identifying and overcoming the challenges of the Austrian mobility transition,04.09.2024,Vortrag auf einer Tagung (referiert),42743,Eder J.,", Spanien, 04.09.2024",,Konferenz der European Association for Evolutionary Political Economy,
The social and epistemic structure of research on Socio-ecological Transformation. Challenging the economic mainstream?,04.09.2024,Vortrag auf einer Tagung (referiert),41179,"Aigner E., Aistleitner M., Pühringer S.",", Spanien, 04.09.2024",European Association for Evolutionary Political Economy,,Bilbao
Unraveling Explicit and Implicit Rules of Competition: An Interdisciplinary Framework for Analysis,29.06.2024,Vortrag auf einer Tagung (referiert),41226,"Azevedo S., Hager T., Porak L.",", Irland, 29.06.2024",,36th Annual SASE Conference,
The social and epistemic structure of research on Socio-ecological Transformation. Challenging the economic mainstream?,28.06.2024,Vortrag auf einer Tagung (referiert),41178,"Aigner E., Aistleitner M., Pühringer S.",", Irland, 28.06.2024",Society for the Advancement of Socio-Economics,,Limerick
Promoters of academic competition? The role of academic social networks and platforms in the competitization of science,04.04.2024,Vortrag auf einer Tagung (referiert),41801,Pühringer S.,", Deutschland, 04.04.2024",Universität Kassel,,Kassel
Heating up Houses instead of the Climate A transparent and realistic pathway for transforming the German housing sector,06.10.2023,Vortrag auf einer Tagung (referiert),38988,"Hornykewycz A., Kapeller J.",", Österreich, 06.10.2023","Young Economists Conference 2023, AK",,LInz
‘The charm of emission trading’: Ideas of German economists on economic policy in times of crises,25.09.2023,Vortrag auf einer Tagung (referiert),40350,"Porak L., Reinke R.",", Vereinigtes Königreich, 25.09.2023",Annual Conference of the Political Economy Section of the German Association for Political Sciences,Annual Conference of the Political Economy Section of the German Association for Political Sciences,
Competing for sustainability? An institutionalist analysis of the new development model of the European Union,14.09.2023,Vortrag auf einer Tagung (referiert),38987,"Gräbner-Radkowitsch C., Hager T., Hornykewycz A.",", Vereinigtes Königreich, 14.09.2023",,,
