authors,title,year,type,citation,doi
Heimberger P.,The danger of  'nonsense Output gaps',2019,Presseartikel / Medienberichte,", in Financial Times, 2019",
Heimberger P.,Welche Rolle spielt der „Outputlücken-Nonsense“?,2019,Presseartikel / Medienberichte,", in Makronom, 2019",
Heimberger P.,Wirtschaftlicher Abschwung: Relevanz und Gegenmaßnahmen,2019,Presseartikel / Medienberichte,", in Momentum Newsletter, 2019",
Hirte K.,Die Diskrepanz zwischen Reden und Handeln ist im ökonomischen Bereich besonders groß,2018,Presseartikel / Medienberichte,", in Agora42 (Philosophisches Wirtschaftsmagazin), 2018",
Heimberger P.,"Hilf dir selbst, dann hilft dir Deutschland: Fortschritt bei der Reform der Eurozone",2018,Presseartikel / Medienberichte,", in Der Standard, 2018",
Heimberger P.,Vier europäische Lehren aus den Turbulenzen in Italien,2018,Presseartikel / Medienberichte,", in Makronom, 2018",
"Heimberger P., Gräbner C., Kapeller J.",Warum Europa trotz Aufschwung ökonomisch weiter auseinander driftet,2018,Presseartikel / Medienberichte,", in Makronom, 2018",
"Hirte K., Poppinga O.",Was Märkte (nicht) mit Demokratie zu tun haben,2018,Presseartikel / Medienberichte,", in Wege für eine Bäuerliche Zukunft – Zeitschrift der ÖBV/ Via Campesina Austria, Vol. 41, Nr. 3 (353), Wien, Seite(n) 4-6, 2018",
Heimberger P.,Die EU braucht einen wirtschaftspolitischen Kurswechsel,2017,Presseartikel / Medienberichte,", in Der Standard, 2017",
Heimberger P.,Europa am Scheidepunkt: Österreichs wichtige Rolle,2017,Presseartikel / Medienberichte,", in Der Standard, 2017",
Pühringer S.,"Migration: It's still the economy, stupid!",2017,Presseartikel / Medienberichte,", in Der Standard, 2017",
Heimberger P.,Zerfällt Europa? Trump als Entscheidungsbeschleuniger,2017,Presseartikel / Medienberichte,", in Der Standard, 2017",
Heimberger P.,Austeritätspolitik in der Eurozone: Ein Schuss ins eigene Knie,2016,Presseartikel / Medienberichte,", in Makronom, 2016",
Ötsch W.,Der Blick von oben und der Blick von unten,2016,Presseartikel / Medienberichte,", in Makroskop, 2016",
Heimberger P.,Investitionen gegen die Dauerkrise im Euroland,2016,Presseartikel / Medienberichte,", in Der Standard, 2016",
Ötsch W.,"Markt-Glauben, Klima-Krise und Katastrophen-Leugnung, Teil 1-4",2016,Presseartikel / Medienberichte,", in Makroskop, 2016",
Heimberger P.,Trumps Team: Politik von und für Vermögende,2016,Presseartikel / Medienberichte,", in Die Presse, 2016",
Ötsch W.,"Ökonomisches Denken, Rechtspopulismus und Rechtsextremismus",2016,Presseartikel / Medienberichte,", in Makroskop, 2016",
Pühringer S.,Märkte als Richter: Zur Dominanz neoliberaler Krisennarrative,2015,Presseartikel / Medienberichte,", in Ksoe-Dossier (Ksoe Nachrichten der Katholischen Sozialakademie), Nr. 1, Seite(n) 1-3, 2015",
Ötsch W.,Das Team Stronach: Die österreichische Tea Party,2013,Presseartikel / Medienberichte,", in Die Presse, 2013",
Porak L.,Globale geo-ökonomische Unordnung: Europa braucht industriepolitische Antworten,2024,Sonstige,", 2024",
Kapeller J.,Vermögensriesen und ein Heer von Zwergen,2024,Sonstige,", in Kammer für Arbeiter und Angestellte Oberösterreich, 2024",
"Hager T., Mellacher P., Rath M.",Endogenous Heterogeneous Gender Norms and the Distribution of Paid and Unpaid Work in an Intra-Household Bargaining Model,2023,Sonstige,", 2023",
"Hager T., Pühringer S.",Im Netz der Einfluss-Reichen,2023,Sonstige,", 2023",
Pühringer S.,Man ist akademische Einzelunternehmer*in,2023,Sonstige,", 2023",
"Pühringer S., Altreiter C.",Woran scheitert transformative Wissensproduktion?,2023,Sonstige,", 2023",
"Heimberger P., Schütz B.",Evaluierung des Zusammenhangs von Produktionspotenzial und Budgetsemielastizität im Rahmen der deutschen Schuldenbremse,2022,Sonstige,", 2022",
Ötsch W.,"Klima, Markt und Zukunftsbilder",2022,Sonstige,", 2022",
"Gräbner C., Hager T.",(Mis)Measuring Competitiveness:  The Quantification of a Malleable Concept in the European Semester,2021,Sonstige,", 2021",
"Kapeller J., Leitch S., Wildauer R.",A European wealth tax,2021,Sonstige,", 2021",
Heimberger P.,Beeld over Italiaanse economie klopt niet,2021,Sonstige,", 2021",
Heimberger P.,Budgetkürzungen durch „Outputlücken-Nonsens“,2021,Sonstige,", 2021",
"Gräbner C., Pühringer S.",Competition Universalism: Its Historical Origins and Timely Alternatives,2021,Sonstige,", 2021",
"Heimberger P., Gechert S.",Corporate tax cuts do not boost growth,2021,Sonstige,", 2021",
Heimberger P.,Draghi government: Seven ‘surprising’ facts about Italy,2021,Sonstige,", in Vienna Institute for International Economic (wiiw), 2021",
Heimberger P.,EU bonds are a model for the future of Europe,2021,Sonstige,", in Vienna Institute for International Economic (wiiw), 2021",
"Kapeller J., Wildauer R.",Eine europäische Vermögenssteuer für das Klima,2021,Sonstige,", 2021",
Heimberger P.,European fiscal rules: reform urgently needed,2021,Sonstige,", 2021",
Heimberger P.,Financial globalisation has increased income inequality,2021,Sonstige,", 2021",
Heimberger P.,Fiscal austerity and the rise of the Nazis,2021,Sonstige,", 2021",
"Heimberger P., Kowall N.",Il governo Draghi: sette fatti sorprendenti sull’Italia,2021,Sonstige,", 2021",
Heimberger P.,"Keynes, output gap nonsense and the EU’s fiscal rules",2021,Sonstige,", 2021",
Heimberger P.,"Keynes, the output gap and the EU’s fiscal rules",2021,Sonstige,", in Vienna Institute for International Economic (wiiw), 2021",
"Porak L., Pühringer S., Rath J.",So denken Ökonom*innen über Wettbewerb – eine Kritische Analyse des österreichischen Expert*innendiskurses,2021,Sonstige,", 2021",
Heimberger P.,The push for a global minimum corporate tax rate,2021,Sonstige,", in Vienna Institute for International Economic (wiiw), 2021",
Heimberger P.,"Verschwenderisches, reformfaules Italien? Warum gängige Mythen falsch und gefährlich sind",2021,Sonstige,", in Marie Jahoda – Otto Bauer Institut, 2021",
"Ötsch W., Graupe S.",Vorwort,2021,Sonstige,", in Ötsch, Walter O.; Graupe, Silja, Fifty-fifty Verlag, Frankfurt am Main, 2021",
"Ötsch W., Graupe S.",Walter Lippmann: Die Illusion von Wahrheit oder die Erfindung der Fake News,2021,Sonstige,", Fivty-fivty Verlag, Edition Buchkomplizen, Frankfurt am Main, 2021",
Heimberger P.,Budgetpolitik im Wirtschaftsabschwung: erhebliche Spielräume vorhanden,2020,Sonstige,", 2020",
Heimberger P.,Budgetpolitik in der Corona-Krise: Reform der Budgetregeln erforderlich,2020,Sonstige,", 2020",
Heimberger P.,EU-Wiederaufbaufonds als Kernstück europäischer Krisenbekämpfung: Progressiver Durchbruch oder Enttäuschung?,2020,Sonstige,", 2020",
Heimberger P.,Hyperinflation and the Rise of the Nazis,2020,Sonstige,", 2020",
"Heimberger P., Krahé M., Ponattu D., van't Klooster J.",Keeping the promise of eurozone convergence,2020,Sonstige,", 2020",
Kapeller J.,Polarisierung oder Konvergenz? Zur ökonomischen Zukunft des vereinten Europa,2020,Sonstige,", 2020",
"Heimberger P., Kowall N.",Seven ’surprising’ facts about the Italian economy,2020,Sonstige,", 2020",
"Beyer K., Griesser M., Pühringer S.",Türkis-blaue Arbeitsmarkt- und Sozialpolitik revisited: zwischen Meritokratie und Wohlfahrtschauvinismus,2020,Sonstige,", 2020",
Heimberger P.,Wie die ökonomische Globalisierung die Einkommensungleichheit beeinflusst,2020,Sonstige,", 2020",
Heimberger P.,Arbeitslosigkeit in Europa: Was man tun könnte,2019,Sonstige,", 2019",
"Heimberger P., Pekanov A.",Dem wirtschaftlichen Abschwung entgegenwirken: Zur wichtigen Rolle der Fiskalpolitik,2019,Sonstige,", 2019",
Grimm C.,Der Einfluss des Neoliberalismus auf österreichische Parteiprogramme,2019,Sonstige,", 2019",
"Gräbner C., Kapeller J., Heimberger P.",Economic Polarisation in Europe: Causes and Policy Options,2019,Sonstige,", 2019",
"Kapeller J., Gräbner C., Heimberger P.",Holding Together what Belongs Together: A Strategy to Counteract Economic Polarisation in Europe,2019,Sonstige,", 2019",
Heimberger P.,How much space for fiscal expansion? Germany falls victim to 'output gap nonsense’,2019,Sonstige,", in Vienna Institute for International Economic (wiiw), 2019",
Heimberger P.,Italien vs. EU-Kommission: Warum ein Defizitverfahren kontraproduktiv wäre,2019,Sonstige,", 2019",
Heimberger P.,The current economic downturn in Europe must be seen in the context of a wider problem of economic polarisation,2019,Sonstige,", in Vienna Institute for International Economic, 2019",
Heimberger P.,Unemployment in Europe: What should be done?,2019,Sonstige,", 2019",
"Heimberger P., Kapeller J.",What to do about divergence between EU countries? The problem of structural polarization,2019,Sonstige,", 2019",
Ötsch W.,Überwachungskapitalismus: Das Internet als totalitärer Markt,2019,Sonstige,", 2019",
Heimberger P.,‘Output gap nonsense': Understanding the budget conflict between the EC and Italy’s government,2019,Sonstige,", 2019",
Pühringer S.,Die Krise als Katalysator für den Aufschwung des Rechtspopulismus,2018,Sonstige,", Vol. 47, 2018",
Heimberger P.,"Soll der Staat bei Bildung, Gesundheit und Sozialem kürzen? Austeritätspolitik seit der Finanzkrise im Vergleich",2017,Sonstige,", 2017",
Heimberger P.,Vorsicht bei Ländervergleichen – insbesondere bei Staatsausgaben!,2017,Sonstige,", 2017",
Heimberger P.,Weniger Staatsausgaben: Abbau des Sozialstaats und Vertiefung von Wirtschaftskrisen,2017,Sonstige,", 2017",
"Heimberger P., Kapeller J.",Wie ein makroökonomisches Modell die Spaltung der Eurozone befördert,2017,Sonstige,", 2017",
Heimberger P.,"Österreichs Bildungs-, Gesundheits- und Sozialausgaben im europäischen Vergleich: Wenn der Staat spart, kann das für private Haushalte teuer werden",2017,Sonstige,", 2017",
Heimberger P.,Österreichs Staatsausgabenstrukturen im europäischen Vergleich,2017,Sonstige,", 2017",
"Beyer K., Bräutigam L.",Das europäische Schattenbankensystem: Bestandsaufnahme und gegenwärtige Entwicklungen,2016,Sonstige,", 2016",
Heimberger P.,Mehr öffentliche Investitionen sind sinnvoll und erforderlich,2016,Sonstige,", 2016",
"Griesser M., Brand U.","Verankerung wohlstandorientierter Politik. Working Paper der Kammer für Arbeiter und Angestellte für Wien, Reihe „Materialien zu Wirtschaft und Gesellschaft“, Nr. 165",2016,Sonstige,", 2016",
Pühringer S.,Ökonomisches Denken in der Krise,2016,Sonstige,", 2016",
Beyer K.,Nachfrageseitige Ursachen der Expansion des Schattenbankensystems,2015,Sonstige,", 2015",
"Kapeller J., Schütz B.",Verteilungstendenzen im Kapitalismus: Globale Perspektiven,2015,Sonstige,", 2015",
"Kapeller J., Schütz B., Tamesberger D.",Von freien zu zivilisierten Märkten. Ein New Deal für die europäische Handelspolitik,2015,Sonstige,", 2015",
"Ötsch W., Beyer K., Mader L.",Die Finanzkrise 2007-2009 als Krise von Schattenbanken. Eine einführende institutionelle Analyse,2014,Sonstige,", Delft, 2014",
Beyer K.,Die Risiken im Schatten des Systems,2014,Sonstige,", 2014",
"Kapeller J., Schütz B., Tamesberger D.",From Free to Civilized Markets: First steps towards Eutopia,2014,Sonstige,", Bremen, 2014",
Pühringer S.,Ökonomische Krisen als Krankheiten und Katastrophen?,2014,Sonstige,", 2014",
Pühringer S.,"Ahnungslos, aber nicht tatenlos – Wie ÖkonomInnen seit der Finanzkrise Politik mach(t)en",2013,Sonstige,", 2013",
Hirte K.,Die Umstrukturierung der LPGen in Thüringen ab 1990.,2012,Sonstige,", in Landeszentrale für politische Bildung Thüringen., Druckerei Sömmerda GmbH, Erfurt, 2012",
"Ötsch W., Hirte K., Nordmann J.","Die Evolution des ökonomischen Wissens und des Wissens über den Kapitalismus. Performativity als Analyseinstrument: das Beispiel der Fabian Society, der Mont Pèlerin Society und der Chicagoer Schule",2010,Sonstige,", 2010",
